"title","province","order","google_title","address","place_id","status","latitude","longitude"
"หอประชุมอำเภอประทาย","นครราชสีมา","7","หอประชุม ประทายร่วมใจ","GPP7+5P3, Prathai, Prathai District, Nakhon Ratchasima 30180, Thailand","ChIJMTfCEWL5GDERa6ejeCDI9nY","CLOSED_TEMPORARILY","15.5354171","102.7141231"
"หอประชุมอำเภอพิมาย","นครราชสีมา","8","หอประชุมอำเภอพิมาย","6F9P+V94, Nai Mueang, Phimai District, Nakhon Ratchasima 30110, Thailand","ChIJG1i0pA0XGTER_L-JmvbcGDQ","OPERATIONAL","15.2197066","102.4859559"
"โดมโรงเรียนห้วยแถลงพิทยาคม อำเภอห้วยแถลง","นครราชสีมา","9","Huai Thalaeng Pittayakhom School","70/1 หมู่ 5 Huai Thalaeng, Huai Thalaeng District, Nakhon Ratchasima 30240, Thailand","ChIJs09xVWlyGTER0fElaGIDDHU","OPERATIONAL","14.9881322","102.6390395"
"หอประชุมอำเภอโชคชัย","นครราชสีมา","10","หอประชุมอำเภอโชคชัย","หอประชุม Chok Chai District, Nakhon Ratchasima 30190, Thailand","ChIJg2XC5ZVXGTERgkAJy-KazQA","OPERATIONAL","14.7331403","102.1636656"
"หอประชุมอำเภอหนองบุญมาก","นครราชสีมา","11","Auditorium","P9Q8+H7G, ทางหลวงแผ่นดินหมายเลข 24, หนองบุนนาก, Nong Bun Mak District, Nakhon Ratchasima 30410, Thailand","ChIJD4IC2CNfGTERJC3sviGPzRg","OPERATIONAL","14.738943","102.365718"
"หอประชุมอำเภอปักธงชัย","นครราชสีมา","12","Auditorium","P29C+PCX, ทางหลวงแผ่นดินหมายเลข 304, Mueang Pak, Amphoe Pak Thong Chai, Nakhon Ratchasima 30150, Thailand","ChIJ8_76L3-qHjER1OVCrfsPwOA","OPERATIONAL","14.719361","102.021104"
"หอประชุมมหาดไทย 100 ปี อำเภอสีคิ้ว","นครราชสีมา","13","Mahat Thai 100 Years Auditorium","VPRF+Q5M, ทางหลวงแผ่นดินหมายเลข 201 (เดิม, Sikhio, Sikhio District, Nakhon Ratchasima 30140, Thailand","ChIJsydEE5aiHjERiobssy4aORI","OPERATIONAL","14.8919667","101.7229081"
"ศาลาประชาคมเมืองปากช่อง อำเภอปากช่อง","นครราชสีมา","14","ศาลาประชาคม","PC7C+6H4, Pak Chong, Pak Chong District, Nakhon Ratchasima 30130, Thailand","ChIJy6z6CzAqHDERA25N1OYnkhA","CLOSED_TEMPORARILY","14.7129584","101.4213878"
"หอประชุมอำเภอด่านขุนทด","นครราชสีมา","15","Dan Khun Thot Meeting Hall","6Q58+M6F, Dan Khun Thot, Dan Khun Thot District, Chang Wat Nakhon Ratchasima 30210, Thailand","ChIJt1A4TsbDHjERlJ7_MDIsXMo","OPERATIONAL","15.2093387","101.7656174"
"หอประชุมอำเภอคง","นครราชสีมา","16","Khong District Agriculture Office","C8RH+H9Q ถนนเทศบาล2 Mueang Khong, Khong District, Nakhon Ratchasima 30260, Thailand","ChIJ7_Rh_aPYGDER-CmpxeqUXeY","OPERATIONAL","15.4414675","102.3284981"
"โรงเรียนกัลยาณีศรีธรรมราช (อาคารโดม)","นครศรีธรรมราช","1","Kanlayanee Si Thammarat School","660 Ratchadamnoen Rd, Tambon Khlang, Mueang Nakhon Si Thammarat District, Nakhon Si Thammarat 80000, Thailand","ChIJr0NSNjoBUzAR1_JIKJK7qqo","OPERATIONAL","8.430038699999999","99.9639078"
"หอประชุมโรงเรียนพระพรหมพิทยานุสรณ์ อำเภอพระพรหม","นครศรีธรรมราช","2","Phaphom Phitthayanuson School","8WJ5+W9J, Na Phru, Phra Phrom District, Nakhon Si Thammarat 80000, Thailand","ChIJ0YTJA4z_UjARCzUmJyiCC78","OPERATIONAL","8.332333199999999","99.9083818"
"ศาลาประชาคมที่ว่าการอำเภอปากพนัง","นครศรีธรรมราช","3","Pak Phanang District Office","9654+635, Pak Phanang Fangtawanok, Pak Phanang District, Nakhon Si Thammarat 80140, Thailand","ChIJwTwhNy8eUzARvNCi7ooPtds","OPERATIONAL","8.358018999999999","100.2052277"
"หอประชุมโรงเรียนชะอวด อำเภอชะอวด","นครศรีธรรมราช","4","Chauat School","XX9X+QGV, Cha-uat, Cha-uat District, Nakhon Si Thammarat 80180, Thailand","ChIJ_3OWZoeMUjARgR0_-O86nOU","OPERATIONAL","7.9695646","99.9987725"
"ศาลาประชาคมที่ว่าการอำเภอร่อนพิบูลย์","นครศรีธรรมราช","5","Ron Piboon District Office","5VH3+QXR, Ron Phibun, Ron Phibun District, Nakhon Si Thammarat 80130, Thailand","ChIJ5XUB8NJZUjARDLHOU7LR7Ck","OPERATIONAL","8.1794958","99.8548919"
"โรงยิมเนเซียมเทศบาลเมืองทุ่งสง","นครศรีธรรมราช","6","โรงยิมเนเซียมเทศบาลเมืองทุ่งสง","5M7H+XQ8, Pak Phraek, Thung Song District, Nakhon Si Thammarat 80110, Thailand","ChIJbVtm6rlFUjAR6g9HFOa8k2I","OPERATIONAL","8.164849","99.67944609999999"
"โรงเรียนวัดท่ายาง อำเภอทุ่งใหญ่","นครศรีธรรมราช","7","Wat Tha Yang School","Tha Yang, Thung Yai District, Nakhon Si Thammarat 80240, Thailand","ChIJy-NVc_YtUjARLw4EjIppi_c","OPERATIONAL","8.3019804","99.36609349999999"
"ศาลาประชาคมที่ว่าการอำเภอฉวาง","นครศรีธรรมราช","8","Chawang District Office","CGG3+CV6, Chawang, Chawang District, Nakhon Si Thammarat 80260, Thailand","ChIJuWsCx03KUzAR94icLIs7E8o","OPERATIONAL","8.426044599999999","99.50465039999999"
"ศาลาประชาคมที่ว่าการอำเภอท่าศาลา","นครศรีธรรมราช","9","ศาลาประชาคมอำเภอท่าศาลา","MW9M+3F5, Tha Sala, Tha Sala District, Nakhon Si Thammarat 80160, Thailand","ChIJb_laKZoLUzARoreGv4iOeFY","OPERATIONAL","8.6676305","99.93365059999999"
"ศาลาประชาคมที่ว่าการอำเภอสิชล (หลังเก่า)","นครศรีธรรมราช","10","Sichon District Office","XV7W+FHV, Thung Prang, Sichon District, Nakhon Si Thammarat 80120, Thailand","ChIJ-zXXXgGCUzAREj0IlHnnN74","OPERATIONAL","8.963746","99.896423"
"อาคารกีฬาอเนกประสงค์สนามกีฬาจังหวัดนครสวรรค์ ","นครสวรรค์","1","Nakhon Sawan Provincial Stadium","P464+2R9, Tambon Pak Nam Pho, Mueang Nakhon Sawan District, Nakhon Sawan 60000, Thailand","ChIJL8Tz7L5P4DARseAL3HN5L8A","OPERATIONAL","15.7100373","100.1071191"
"อาคารอเนกประสงค์คณะครุศาสตร์มหาวิทยาลัยราชภัฎนครสวรรค์(ศูนย์การศึกษาย่านมัทรี)","นครสวรรค์","2","มหาวิทยาลัยราชภัฏนครสวรรค์ ศูนย์การศึกษาย่านมัทรี","G4WF+49C, Yan Matsi, Phayuha Khiri District, Nakhon Sawan 60130, Thailand","ChIJaWF6qNWy4TARAuPmnrVKZXk","OPERATIONAL","15.5453017","100.1233847"
"หอประชุมนิติธรรมคุณ โรงเรียนเก้าเลี้ยววิทยา อำเภอเก้าเลี้ยว ","นครสวรรค์","3","Kao Liao Witthaya School","320 หมู่ 1 DPT. Rd, Kao Liao, Kao Liao District, Nakhon Sawan 60230, Thailand","ChIJEYPlPLVc4DARjiZabvZzw6g","OPERATIONAL","15.8696746","100.1115951"
"ศาลาประชาคมอำเภอท่าตะโก ","นครสวรรค์","4","ศาลาประชาคม","H338+35R, Krok Phra, Krok Phra District, Nakhon Sawan 60170, Thailand","ChIJk-O7FLNS4DARWsI0P8xOYRg","OPERATIONAL","15.5527469","100.0654016"
"ศาลาประชาคมอำเภอตาคลี ","นครสวรรค์","5","Takhli District Office","787V+674, Takhli, Takhli District, Nakhon Sawan 60140, Thailand","ChIJ2cu0jqzG4TAROuqVA1NMXfQ","OPERATIONAL","15.2631875","100.3432146"
"ศาลาประชาคมอำเภอลาดยาว","นครสวรรค์","6","Chao Mae Lat Yao Shrine","29 Soi Thetsaban 9 Soi 1, Lat Yao, Lat Yao District, Nakhon Sawan 60150, Thailand","ChIJi8EpNqDw4DARQg-2qGpE_ak","OPERATIONAL","15.7508529","99.7911168"
"ศาลากลางจังหวัดนนทบุรี ตำบลบางกระสอ อำเภอเมืองนนทบุรี","นนทบุรี","1","Nonthaburi Provincial Hall","ซอย รัตนาธิเบศร์ 6 Rattanathibet Rd, ตำบล บางกระสอ Mueang Nonthaburi District, Nonthaburi 11000, Thailand","ChIJiZSNQk-b4jARn1DCRe1v560","OPERATIONAL","13.8625111","100.5144365"
"บริเวณสนามกีฬาจังหวัดนนทบุรี (อบจ.นนทบุรี) ตำบลบางกร่าง อำเภอเมืองนนทบุรี","นนทบุรี","2","Nonthaburi Provincial Stadium","VC2V+F8J, ซอย บางกร่าง 14/1, Wat Chalo, Mueang Nonthaburi District, Nonthaburi 11000, Thailand","ChIJczG9DZ-a4jARk2C2qJLPoUc","OPERATIONAL","13.8512074","100.4432804"
"วัดหูช้าง ตำบลบางคูเวียง อำเภอบางกรวย","นนทบุรี","3","Wat Hu Chang","39 RO Pho Cho Nonthaburi 4032 Rd, Bang Khu Wiang, Bang Kruai District, Nonthaburi 11130, Thailand","ChIJDzIhwJGQ4jARz1MNEbscVrQ","OPERATIONAL","13.8178642","100.4241774"
"โรงเรียนชลประทานสงเคราะห์ ตำบลบางตลาด อำเภอปากเกร็ด","นนทบุรี","4","Chonlaprathan Songkro School","198, Pak Kret District, Nonthaburi 11120, Thailand","ChIJ71awB7-E4jAR9v7mRkb9OOA","OPERATIONAL","13.8935144","100.5094684"
"วัดสาลีโขภิตาราม หมู่ที่ 3 ตำบลบางพลับ อำเภอปากเกร็ด","นนทบุรี","5","Wat Salikho Phirataram","WFF9+3FH, Bang Phlap, Pak Kret District, Nonthaburi 11120, Thailand","ChIJE5fDUKeF4jARLB-a-ldBB4o","OPERATIONAL","13.9227334","100.4687322"
"อาคารโดมเทศบาลเมืองบางแม่นาง หมู่ที่ 4 ตำบลบางแม่นาง อำเภอบางใหญ่","นนทบุรี","6","Bang Mae Nang Town Municipality Office","24/5 หมู่4 ตำบลบางแม่นาง Bang Yai District, Nonthaburi 11140, Thailand","ChIJM8dWWziQ4jARjLZ3ifRmplc","OPERATIONAL","13.8815774","100.3764843"
"อาคารอเนกประสงค์เทศบาลเมืองพิมลราช ตำบลพิมลราช อำเภอบางบัวทอง","นนทบุรี","7","Pimolrach Town Municipality Office","W99R+HVM, Phimon Rat, Bang Bua Thong District, Nonthaburi 11110, Thailand","ChIJ3-VZiVSO4jARheUKKmjzzzo","OPERATIONAL","13.9189095","100.3922647"
"เทศบาลเมืองบางคูรัด ตำบลบางคูรัด อำเภอบางบัวทอง","นนทบุรี","8","Bang Khu Rat","Bang Khu Rat, Bang Bua Thong District, Nonthaburi, Thailand","ChIJPQjPH3aO4jARUJYMRTeSAQQ","undefined","13.9023633","100.3453975"
"อาคาร 6 โรงเรียนนราธิวาส อำเภอเมืองนราธิวาส","นราธิวาส","1","อาคารเรียน6 โรงเรียนนราธิวาส","CRX7+R48 Unnamed Road Khok Khian, Mueang Narathiwat District, Narathiwat 96000, Thailand","ChIJkWATc1nvszERKiq_bqUmzrQ","CLOSED_TEMPORARILY","6.4495372","101.8128316"
"อาคารรื่นอรุณ เทศบาลเมืองสุไหงโก-ลก อำเภอสุไหงโก-ลก","นราธิวาส","2","อาคารรื่นอรุณ อาคารอเนกประสงค์เทศบาลเมืองสุไหงโก-ลก","2XH8+MPP, Su-ngai Kolok, Su-ngai Kolok District, Narathiwat 96120, Thailand","ChIJxzDnlyIbtDER-9TRhKWsTcc","CLOSED_TEMPORARILY","6.029208499999999","101.9668398"
"อาคารเรียนโรงเรียนเวียงสุวรรณวิทยาคม อำเภอแว้ง","นราธิวาส","3","Wiengsuwanwittayakom School","WVRM+MF9 Unnamed Road Waeng, Waeng District, Narathiwat 96160, Thailand","ChIJH0lW-FM9tDERmvclePUbvME","OPERATIONAL","5.941652599999999","101.8837483"
"หอประชุมอำภอระแงะ","นราธิวาส","4","หอประชุมอำเภอจะแนะ","3MXV+98F, Chanae, Chanae District, Narathiwat 96220, Thailand","ChIJ63tcZARttDERHrViBemMYR4","OPERATIONAL","6.0984297","101.6933606"
"หอประชุมอำเภอบาเจาะ","นราธิวาส","5","หอประชุมกาณจนาภิเษก","GM82+QQM, Bacho, Bacho District, Narathiwat 96170, Thailand","ChIJ0b3HzZqTszERsF7b8OF2ll8","CLOSED_TEMPORARILY","6.5170948","101.6518679"
"อาคารภักดีนวมินทร์ วิทยาลัยเทคนิคน่าน อำเภอเมืองน่าน","น่าน","1","Nan Technical College","QQH8+GJ6, Nai Wiang, Mueang Nan District, Nan 55000, Thailand","ChIJB6tk63eOJzERwzMzmz98BRk","OPERATIONAL","18.7787827","100.7665006"
"อาคารสาราธิคุณ โรงเรียนสา อำเภอเวียงสา","น่าน","2","Sa School","7 หมู่ 8 Klang Wiang, Wiang Sa District, Nan 55110, Thailand","ChIJ7YPjkKeDJzERrrjeR8JF4wo","OPERATIONAL","18.560438","100.7523021"
"ห้องประชุมชมพูภูคา วิทยาลัยเทคนิคปัว อำเภอปัว","น่าน","3","Pua Vocational College","5VHQ+J28, Pua, Pua District, Nan 55120, Thailand","ChIJ6wYo-tjjJzER0HPX5rWq014","OPERATIONAL","19.1790403","100.8875671"
"อาคารสำราญรมย์ โรงเรียนบึงกาฬ อำเภอเมืองบึงกาฬ","บึงกาฬ","1","Bueng Kan School","211 ถนนสาย 222 พังโคน Non Sombun, Mueang Bueng Kan District, Bueng Kan 43140, Thailand","ChIJZRk6kojWOjERbfDR6CjsPD4","OPERATIONAL","18.3635","103.6497084"
"โรงเรียนเซกา อำเภอเซกา","บึงกาฬ","2","Seka School","WXH3+RGG, Seka, Seka District, Bueng Kan 38220, Thailand","ChIJo2QgOS8VOzERB2XKpQTmyMw","OPERATIONAL","17.929561","103.9538209"
"โดมโรงอาหาร โรงเรียนโซ่พิทยาคม อำเภอโซ่พิสัย","บึงกาฬ","3","So Phisai Pittayakhom School","394 So, So Phisai District, Bueng Kan 38220, Thailand","ChIJ7fRAspnOJDERJESjmWlkaA8","OPERATIONAL","18.0751656","103.4425852"
"หอประชุมอำเภอเมืองบุรีรัมย์","บุรีรัมย์","1","หอประชุมทิวสน","131 Niwas Rd, Nai Mueang, Mueang Buri Ram District, Buri Ram 31000, Thailand","ChIJAQAcUuqVGTERk2DthFHxsrE","OPERATIONAL","15.0032022","103.1014444"
"หอประชุมโรงเรียนภัทรบพิตร อำเภอเมืองบุรีรัมย์","บุรีรัมย์","2","โรงเรียนภัทรบพิตร","137 ม.11 เสม็ด เมือง Buri Ram 31000, Thailand","ChIJ35yYiOORGTERY_QcxnK4RPQ","OPERATIONAL","14.949981","103.090732"
"หอประชุมอำเภอกระสัง","บุรีรัมย์","3","หอประชุมอำเภอกระสัง","W8C2+QP6, Sukhaphiban 3 Alley, Krasang, Krasang District, Buri Ram 31160, Thailand","ChIJHRDZMUrpGTERaXpk82UnKZ8","CLOSED_TEMPORARILY","14.9219002","103.3017655"
"หอประชุมโรงเรียนบ้านสตึก อำเภอสตึก","บุรีรัมย์","4","ห้องประชุมมูลสีคราม","77WR+XR, Nikhom, Satuek District, Buri Ram 31150, Thailand","ChIJ2Txp_zTNGTER5wIxNfb84ok","OPERATIONAL","15.2974635","103.2920788"
"หอประชุมโรงเรียนอนุบาลพุทไธสง (โอภาสประชานุกูล) อำเภอพุทไธสง","บุรีรัมย์","5","โรงเรียนอนุบาลพุทไธสง (โอภาสประชานุกูล)","เลขที่ 542 หมู่ 1, ต.พุทไธสง อ.พุทไธสง จ.บุรีรัมย์, 31120 Thailand","ChIJMVIuwKRPGDERsjTIv_qt_Jw","OPERATIONAL","15.5452021","102.9980894"
"หอประชุมอำเภอลำปลายมาศ","บุรีรัมย์","6","หอประชุมอำเภอนางรอง","235 Pradit Pana, Nang Rong, Nang Rong District, Buri Ram 31110, Thailand","ChIJmeuY4NfUGzER9o961CxaOJQ","OPERATIONAL","14.6293753","102.7953841"
"โรงเรียนหนองกี่พิทยาคม","บุรีรัมย์","7","Nong Ki Pittayakhom School","122 ถ. โชคชัย-เดชอุดม Tambon Thung Kratat Phatthana, Nong Ki District, Buri Ram 31210, Thailand","ChIJT4noZqnYGzERjeN6eX2WnA8","OPERATIONAL","14.6860802","102.5365966"
"หอประชุมอำเภอนางรอง","บุรีรัมย์","8","หอประชุมอำเภอนางรอง","235 Pradit Pana, Nang Rong, Nang Rong District, Buri Ram 31110, Thailand","ChIJmeuY4NfUGzER9o961CxaOJQ","OPERATIONAL","14.6293753","102.7953841"
"อาคารโดมอเนกประสงค์เทศบาลตำบลละหานทราย อำเภอละหานทราย","บุรีรัมย์","9","Lahan Sai Municipal Office","499 Ban Kruad Road, Lahan Sai, Lahan Sai District, Buri Ram 31170, Thailand","ChIJi8Sn7JszGjERuLBYCN7DbdQ","OPERATIONAL","14.4135365","102.8582489"
"หอประชุมอำเภอประโคนชัย","บุรีรัมย์","10","หอประชุมอำเภอประโคนชัย","J37P+G37, Prakhon Chai, Prakhon Chai District, Buri Ram 31140, Thailand","ChIJhZpQgdUgGjERxdw29PZpCb4","OPERATIONAL","14.6137786","103.0850242"
"โรงเรียนสามโคกตำบลบ้านงิ้ว อำเภอสามโคก","ปทุมธานี","1","Sam Khok School","3GPP+432, Ban Ngiu, Sam Khok District, Pathum Thani 12160, Thailand","ChIJcz_b2nZ-4jARl5VdOsyNaI4","OPERATIONAL","14.0852689","100.5351409"
"อาคารโดมอเนกประสงค์วิทยาลัยการอาชีวศึกษาปทุมธานี","ปทุมธานี","2","อาคารโดม","Dome Building, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand","ChIJ0biwZ_WZ4jARlgp3Erd6DLY","OPERATIONAL","13.7574219","100.4900254"
"โรงเรียนวัดกลางคลองสาม","ปทุมธานี","3","Wat Klang Khlong Sam","หมู่ที่9 ที่อยู่3 Khlong Sam, Khlong Luang District, Pathum Thani 12120, Thailand","ChIJuYD0p1KAHTERbWfA-7hplmA","OPERATIONAL","14.0835976","100.6646387"
"สนามฟุตบอลฟิวเจอร์ อารีน่า","ปทุมธานี","4","Future Arena","ฟิวเจอร์ปาร์ค Tambon Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand","ChIJ4-X5FoB_HTER6UDJpx_PHMQ","OPERATIONAL","13.9938874","100.6199481"
"โดมวัดหว่านบุญ ตำบลคลองหก อำเภอคลองหลวง","ปทุมธานี","5","Wat Wan Bun","3P4J+MCG, Khlong Hok, Khlong Luang District, Pathum Thani 12120, Thailand","ChIJuyB4SA2CHTERkSVv3iBB7vw","OPERATIONAL","14.0566754","100.7310687"
"อาคารอเนกประสงค์เทศบาลเมืองคูคต อำเภอลำลูกกา","ปทุมธานี","6","อาคารอเนกประสงค์ เทศบาลเมืองคูคต","999 หมู่ที่18 ซอย ลำลูกกา 21 Khu Khot, Lam Luk Ka District, Pathum Thani 12130, Thailand","ChIJ747UGvd9HTERZDjW5VjdhSw","OPERATIONAL","13.9430783","100.6516834"
"มหาวิทยาลัยการกีฬาแห่งประเทศ วิทยาเขตกรุงเทพ ตำบลบึงน้ำรักษ์ อำเภอธัญบุรี","ปทุมธานี","7","มหา​วิทยาลัย​การกีฬา​แห่งชาติ​ วิทยาเขต​กรุงเทพ​","69 หมู่ 3, รังสิต-นครนายก, ตำบลบึงน้ำรักษ์ อำเภอธัญบุรี ปทุมธานี, 12110 Thailand","ChIJJbZ6k9qdHTERiB_Gm1PCII4","OPERATIONAL","14.0695847","100.8871756"
"หอประชุมโรงเรียนเทศบาลวัดธรรมิการาม อำเภอเมืองประจวบคีรีขันธ์","ประจวบคีรีขันธ์","1","Wat Thanmikaram Municipal School (Piyawaen Rangsan)","7/2 ประจวบศิริ Prachuapsiri, ตำบลประจวบคีรีขันธ์ Mueang Prachuap Khiri Khan District, Prachuap Khiri Khan 77000, Thailand","ChIJTUPYRHWE_jARMumQw_hcKsE","OPERATIONAL","11.8100755","99.7891841"
"บริเวณสนามหน้าที่ว่าการอำเภอปราณบุรี อำเภอปราณบุรี","ประจวบคีรีขันธ์","2","Pran Buri District Office","หมู่ 3, อาคารที่ว่าการอำเภอปราณบุรี, ถนนเพชรเกษม, ตำบลเขาน้อย อำเภอปราณบุรี จังหวัดประจวบคีรีขันธ์, 77120 Thailand","ChIJxU8fj9iy_TARQKVN-sf4Ucs","OPERATIONAL","12.3943028","99.916258"
"หอประชุมที่ว่าการอำเภอบางสะพาน อำเภอบางสะพาน","ประจวบคีรีขันธ์","3","Bang Saphan District Office","6G76+MQG, Kamnoet Nopphakhun, Bang Saphan District, Prachuap Khiri Khan 77140, Thailand","ChIJC_dLraLf_jARg2o49NAFaC8","OPERATIONAL","11.2142576","99.5118253"
"โรงเรียนปราจิณราษฎรอำรุง อำเภอเมืองปราจีนบุรี","ปราจีนบุรี","1","Prachinratsadorn - amroong School","392F+32P 880 ถนน ปราจีนบุรีอนุสรณ์ Na Muang, Mueang Prachinburi District, Prachin Buri 25000, Thailand","ChIJYV8D_RpVHDEReGLLrDGxOME","OPERATIONAL","14.0513476","101.3733766"
"โรงเรียนศรีมหาโพธิ อำเภอศรีมหาโพธิ","ปราจีนบุรี","2","ฝ่ายกิจการนักเรียน โรงเรียนศรีมหาโพธิ อำเภอศรีมหาโพธิ จังหวัดปราจีนบุรี 25140","XG26+2FJ, Si Maha Phot, Si Maha Phot District, Prachin Buri 25140, Thailand","ChIJhY03iTz5HDERym2gCmF7Ck8","OPERATIONAL","13.9500396","101.511114"
"โรงเรียนกบินทร์วิทยา อำเภอกบินทร์บุรี","ปราจีนบุรี","3","Kabin Wittaya School โรงเรียน กบินทร์วิทยา","166 Suwannason Rd, Wang Dan, Kabin Buri District, Prachin Buri 25110, Thailand","ChIJ90IQyBqKHDERw4G1VukbgvA","OPERATIONAL","14.0043517","101.7071775"
"อาคารอเนกประสงค์ สนามกีฬากลางองค์การบริหารส่วนจังหวัดปัตตานี","ปัตตานี","1","Pattani Stadium","V6QV+GVM, Rusamilae, Mueang Pattani District, Pattani 94000, Thailand","ChIJ80LA9XUEszERDZHmGvohy2c","OPERATIONAL","6.888836599999999","101.2446785"
"หอประชุมที่ว่าการอำเภอโคกโพธิ์","ปัตตานี","2","Khok Pho District Office","หมู่ที่ 7 ส่วนอำเภอ ถนน เพชรเกษม, Khok Pho, Khok Pho District, Pattani 94120, Thailand","ChIJbblFzmoRszER6FGdPwZX50s","OPERATIONAL","6.7299162","101.0961991"
"หอประชุมที่ว่าการอำเภอยะรัง","ปัตตานี","3","หอประชุมอำเภอยะรัง","Q76V+68V, Yarang, Yarang District, Pattani 94160, Thailand","ChIJhQXYT_QJszERv55-mWhAeBE","CLOSED_TEMPORARILY","6.760608","101.2932865"
"หอประชุมที่ว่าการอำเภอสายบุรี","ปัตตานี","4","Sai Buri District Office","PJ28+GXW, Taluban, Sai Buri District, Pattani 94110, Thailand","ChIJq6qqqra-szERGpZtojGxyEY","OPERATIONAL","6.7013687","101.6174454"
"หอประชุมที่ว่าการอำเภอยะหริ่ง","ปัตตานี","5","Yaring District Office","ศูนย์ดำรงธรรมอำเภอยะหริ่ง, Yamu, Yaring District, Pattani 94150, Thailand","ChIJAQAAAJSpszERw-f7bdphvjw","OPERATIONAL","6.866129099999999","101.3692621"
"เซ็ลทรัลพลาซา อยุธยา","พระนครศรีอยุธยา","1","Central Ayutthaya","129/1,129/2,129/3 หมู่ที่ 3 ตําบล คลองสวนพลู Phra Nakhon Si Ayutthaya District, Phra Nakhon Si Ayutthaya 13000, Thailand","ChIJ1csxFLeJHTERIroMl5xn5Zc","OPERATIONAL","14.331531","100.6118631"
"อาคารสภาวสุ โรงเรียนวัดอินกัลยา","พระนครศรีอยุธยา","2","Wat in Kanlaya School","FG7Q+HPQ, Ban Li, Bang Pahan District, Phra Nakhon Si Ayutthaya 13220, Thailand","ChIJ4QEk5nkL4jARJSFkl13omM4","OPERATIONAL","14.4639625","100.5393594"
"ห้องประชุมโรงเรียนวิเชียรกลิ่นสุคนธ์อุปถัมภ์","พระนครศรีอยุธยา","3","Wichian Klinsukhon Uppatham School","6MCR+H8W ถนนพหลโยธิน Lam Sai, Wang Noi District, Phra Nakhon Si Ayutthaya 13170, Thailand","ChIJSQVUTheGHTERQtMk32t4SH8","OPERATIONAL","14.2215141","100.6908607"
"โรงเรียนบางปะอิน ""ราชานุเคราะห์ 1""","พระนครศรีอยุธยา","4","Bang Pa-In Rachanukhro School 1","6HHH+54V, Ban Len, Bang Pa-in District, Phra Nakhon Si Ayutthaya 13160, Thailand","ChIJsfYmjod34jARndJKZ2_bdCo","OPERATIONAL","14.2279586","100.5778716"
"โดมอเนกประสงค์วัดบ้านแพน","พระนครศรีอยุธยา","5","Wat Ban Phaen","Sam Ko, Sena District, Phra Nakhon Si Ayutthaya 13110, Thailand","ChIJsXz9a29u4jARjkufH8kG4_0","OPERATIONAL","14.3218258","100.4061694"
"ศาลาประชาคมจังหวัดพะเยา","พะเยา","1","ศาลาประชาคมจังหวัดพะเยา","5VRH+9CQ, Ban Tom, Mueang Phayao District, Phayao 56000, Thailand","ChIJk6hkzmnT2TARVnS9m08Wm60","OPERATIONAL","19.1909516","99.87862469999999"
"อาคาร 99 ปี พระอุบาลี มหาวิทยาลัยพะเยา","พะเยา","1","อาคาร ๙๙ ปี พระอุบาลีคุณูปมาจารย์ (ปวง ธมฺมปญฺโญ)","2VJV+XQC, Mae Ka, Mueang Phayao District, Phayao 56000, Thailand","ChIJJzA-DrHM2TARkmby9QKC2p8","OPERATIONAL","19.032433","99.8943925"
"หอประชุมโรงเรียนเชียงคำวิทยาคม","พะเยา","2","Chiang Kham Wittayakhom School","248/1 Pisarn Rd, Yuan, Chiang Kham District, Phayao 56110, Thailand","ChIJQ_kb0Vbs1zAR0_wvWZGUKWY","OPERATIONAL","19.5196994","100.3113372"
"หอประชุมโรงเรียนดอกคำใต้วิทยาคม","พะเยา","3","Dok Khamtai Wittayakhom School","5X7W+9QV, Don Si Chum, Dok Khamtai District, Phayao 56120, Thailand","ChIJD2NF9yYs2DARAF-Za5D_2Y8","OPERATIONAL","19.163482","99.9969175"
"อาคารกีฬาคุณธรรม โรงเรียนเทศบาลบ้านท้ายช้าง อำเภอเมืองพังงา","พังงา","1","Ban Thai Chang Municipal School","14 Petchkasem Rd, Thai Chang, Mueang Phang-nga District, Phang-nga 82000, Thailand","ChIJYZlWIKYBUTAR1_BsYlHpee4","OPERATIONAL","8.444619099999999","98.5244903"
"อาคารอเนกประสงค์เทศบาลตำบลลำแก่น อำเภอท้ายเหมือง","พังงา","2","Lam Kaen Sub District Municipality","เลขที่2หมูู่ 1 Lam Kaen, Thai Mueang District, Phang-nga 82120, Thailand","ChIJ4f7fJ8FZUDARA0iSsXOZcuI","OPERATIONAL","8.596623100000002","98.2569954"
"ใต้อาคารหอประชุมจังหวัดพัทลุง","พัทลุง","1","หอประชุม จังหวัดพัทลุง","J38C+QVC, Khuha Sawan, Mueang Phatthalung District, Phatthalung 93000, Thailand","ChIJU6XRpSN9TTARP2j4cyG8RZg","CLOSED_TEMPORARILY","7.6169498","100.0721317"
"หอประชุมอินทนิล โรงเรียนควนขนุน","พัทลุง","2","Khuan Khanun School","145 หมู่ 9 Tanot Duan, Khuan Khanun District, Phatthalung 93110, Thailand","ChIJi9Y9uumDUjAR7rNrhb_U76Q","OPERATIONAL","7.709336499999999","99.9949295"
